553778616 : 	FA	FA	FA	FA	55	55	0	6E	
2392261304 : 	0	0	0	0	55	55	D5	81	
2392421956 : 	0	0	0	0	55	55	D9	7D	
2392461736 : 	0	0	0	0	55	55	DA	7C	
2392501436 : 	0	0	0	0	55	55	DB	7B	
2392541720 : 	0	0	0	0	55	55	DC	7A	
2392740280 : 	0	0	0	0	55	55	E1	75	
2392820180 : 	0	0	0	0	55	55	E3	73	
2392980320 : 	0	0	0	0	55	55	E7	6F	
2393020696 : 	0	0	0	0	55	55	E8	6E	
2393180332 : 	0	0	0	0	55	55	EC	6A	
2393260060 : 	0	0	0	0	55	55	EE	68	
2393580080 : 	0	0	0	0	55	55	F6	60	
2393660236 : 	0	0	0	0	55	55	F8	5E	
2393700448 : 	0	0	0	0	55	55	F9	5D	
2393740984 : 	0	0	0	0	55	55	FA	5C	
2393821056 : 	0	0	0	0	55	55	FC	5A	
2393900276 : 	0	0	0	0	55	55	FE	58	
2393981196 : 	0	0	0	0	55	55	0	56	
2394020636 : 	0	0	0	0	55	55	1	55	
2394061012 : 	0	0	0	0	55	55	2	54	
2394220216 : 	0	0	0	0	55	55	6	50	
2394260512 : 	0	0	0	0	55	55	7	4F	
2394300460 : 	0	0	0	0	55	55	8	4E	
2394340916 : 	0	0	0	0	55	55	9	4D	
2394420220 : 	0	0	0	0	55	55	B	4B	
2394460348 : 	0	0	0	0	55	55	C	4A	
2394501316 : 	0	0	0	0	55	55	D	49	
2394541004 : 	0	0	0	0	55	55	E	48	
2394660092 : 	0	0	0	0	55	55	11	45	
2394780796 : 	0	0	0	0	55	55	14	42	
2394821420 : 	0	0	0	0	55	55	15	41	
2395261296 : 	0	0	0	0	55	55	20	36	
2395341196 : 	0	0	0	0	55	55	22	34	
2395501336 : 	0	0	0	0	55	55	26	30	
2395660880 : 	0	0	0	0	55	55	2A	2C	
2395781328 : 	0	0	0	0	55	55	2D	29	
2395860716 : 	0	0	0	0	55	55	2F	27	
2395901176 : 	0	0	0	0	55	55	30	26	
2396060380 : 	0	0	0	0	55	55	34	22	
2396101608 : 	0	0	0	0	55	55	35	21	
2396181760 : 	0	0	0	0	55	55	37	1F	
2396261412 : 	0	0	0	0	55	55	39	1D	
2396300508 : 	0	0	0	0	55	55	3A	1C	
2396341816 : 	0	0	0	0	55	55	3B	1B	
2396380492 : 	0	0	0	0	55	55	3C	1A	
2396461328 : 	0	0	0	0	55	55	3E	18	
2396541396 : 	0	0	0	0	55	55	40	16	
2396580752 : 	0	0	0	0	55	55	41	15	
2396661332 : 	0	0	0	0	55	55	43	13	
2396821472 : 	0	0	0	0	55	55	47	F	
2397102652 : 	0	0	0	0	55	55	4E	8	
2397700292 : 	0	0	0	0	55	55	5D	F9	
2397940928 : 	0	0	0	0	55	55	63	F3	
2398061712 : 	0	0	0	0	55	55	66	F0	
2398141268 : 	0	0	0	0	55	55	68	EE	
2398182412 : 	0	0	0	0	55	55	69	ED	
2398220572 : 	0	0	0	0	55	55	6A	EC	
2398300980 : 	0	0	0	0	55	55	6C	EA	
2398380712 : 	0	0	0	0	55	55	6E	E8	
2398422700 : 	0	0	0	0	55	55	6F	E7	
2398461544 : 	0	0	0	0	55	55	70	E6	
2398502600 : 	0	0	0	0	55	55	71	E5	
2398541104 : 	0	0	0	0	55	55	72	E4	
2398620580 : 	0	0	0	0	55	55	74	E2	
2398780212 : 	0	0	0	0	55	55	78	DE	
2398821776 : 	0	0	0	0	55	55	79	DD	
2398860280 : 	0	0	0	0	55	55	7A	DC	
2398901508 : 	0	0	0	0	55	55	7B	DB	
2399021780 : 	0	0	0	0	55	55	7E	D8	
2399062752 : 	0	0	0	0	55	55	7F	D7	
2399100916 : 	0	0	0	0	55	55	80	D6	
2399141548 : 	0	0	0	0	55	55	81	D5	
2399182516 : 	0	0	0	0	55	55	82	D4	
2399260544 : 	0	0	0	0	55	55	84	D2	
2399302620 : 	0	0	0	0	55	55	85	D1	
2399341728 : 	0	0	0	0	55	55	86	D0	
2399382520 : 	0	0	0	0	55	55	87	CF	
2399460388 : 	0	0	0	0	55	55	89	CD	
2399501264 : 	0	0	0	0	55	55	8A	CC	
2399581592 : 	0	0	0	0	55	55	8C	CA	
2399660556 : 	0	0	0	0	55	55	8E	C8	
2399700844 : 	0	0	0	0	55	55	8F	C7	
2399740972 : 	0	0	0	0	55	55	90	C6	
2399782448 : 	0	0	0	0	55	55	91	C5	
2399820272 : 	0	0	0	0	55	55	92	C4	
2399860984 : 	0	0	0	0	55	55	93	C3	
2399900856 : 	0	0	0	0	55	55	94	C2	
2399940804 : 	0	0	0	0	55	55	95	C1	
2400022488 : 	0	0	0	0	55	55	97	BF	
2400101368 : 	0	0	0	0	55	55	99	BD	
2400141148 : 	0	0	0	0	55	55	9A	BC	
2400182540 : 	0	0	0	0	55	55	9B	BB	
2400222492 : 	0	0	0	0	55	55	9C	BA	
2400260912 : 	0	0	0	0	55	55	9D	B9	
2400300608 : 	0	0	0	0	55	55	9E	B8	
2400341072 : 	0	0	0	0	55	55	9F	B7	
2400381864 : 	0	0	0	0	55	55	A0	B6	
2400460744 : 	0	0	0	0	55	55	A2	B4	
2400501292 : 	0	0	0	0	55	55	A3	B3	
2400541668 : 	0	0	0	0	55	55	A4	B2	
2400782132 : 	0	0	0	0	55	55	AA	AC	
2400861604 : 	0	0	0	0	55	55	AC	AA	
2400942864 : 	0	0	0	0	55	55	AE	A8	
2400982144 : 	0	0	0	0	55	55	AF	A7	
2401061868 : 	0	0	0	0	55	55	B1	A5	
2401102240 : 	0	0	0	0	55	55	B2	A4	
2401141340 : 	0	0	0	0	55	55	B3	A3	
2401182396 : 	0	0	0	0	55	55	B4	A2	
2401221240 : 	0	0	0	0	55	55	B5	A1	
2401462048 : 	0	0	0	0	55	55	BB	9B	
2401581896 : 	0	0	0	0	55	55	BE	98	
2401622020 : 	0	0	0	0	55	55	BF	97	
2401662144 : 	0	0	0	0	55	55	C0	96	
2401702596 : 	0	0	0	0	55	55	C1	95	
2401781732 : 	0	0	0	0	55	55	C3	93	
2401901072 : 	0	0	0	0	55	55	C6	90	
2401982672 : 	0	0	0	0	55	55	C8	8E	
2402180552 : 	0	0	0	0	55	55	CD	89	
2402301848 : 	0	0	0	0	55	55	D0	86	
2402380900 : 	0	0	0	0	55	55	D2	84	
2402422460 : 	0	0	0	0	55	55	D3	83	
2402461560 : 	0	0	0	0	55	55	D4	82	
2402660972 : 	0	0	0	0	55	55	D9	7D	
2402701940 : 	0	0	0	0	55	55	DA	7C	
2402740616 : 	0	0	0	0	55	55	DB	7B	
2402782436 : 	0	0	0	0	55	55	DC	7A	
2402821028 : 	0	0	0	0	55	55	DD	79	
2402901100 : 	0	0	0	0	55	55	DF	77	
2402942576 : 	0	0	0	0	55	55	E0	76	
2402981080 : 	0	0	0	0	55	55	E1	75	
2403022560 : 	0	0	0	0	55	55	E2	74	
2403061924 : 	0	0	0	0	55	55	E3	73	
2403101100 : 	0	0	0	0	55	55	E4	72	
2403142756 : 	0	0	0	0	55	55	E5	71	
2403181000 : 	0	0	0	0	55	55	E6	70	
2403262608 : 	0	0	0	0	55	55	E8	6E	
2403300936 : 	0	0	0	0	55	55	E9	6D	
2403341908 : 	0	0	0	0	55	55	EA	6C	
2403382620 : 	0	0	0	0	55	55	EB	6B	
2403460820 : 	0	0	0	0	55	55	ED	69	
2403501536 : 	0	0	0	0	55	55	EE	68	
2403582712 : 	0	0	0	0	55	55	F0	66	
2403660400 : 	0	0	0	0	55	55	F2	64	
2403701804 : 	0	0	0	0	55	55	F3	63	
2403741752 : 	0	0	0	0	55	55	F4	62	
2403821392 : 	0	0	0	0	55	55	F6	60	
2403862708 : 	0	0	0	0	55	55	F7	5F	
2403900952 : 	0	0	0	0	55	55	F8	5E	
2403941664 : 	0	0	0	0	55	55	F9	5D	
2403980348 : 	0	0	0	0	55	55	FA	5C	
2404021736 : 	0	0	0	0	55	55	FB	5B	
2404062792 : 	0	0	0	0	55	55	FC	5A	
2404100616 : 	0	0	0	0	55	55	FD	59	
2404140480 : 	0	0	0	0	55	55	FE	58	
2404180600 : 	0	0	0	0	55	55	FF	57	
2404220808 : 	0	0	0	0	55	55	0	56	
2404261692 : 	0	0	0	0	55	55	1	55	
2404342696 : 	0	0	0	0	55	55	3	53	
2404380696 : 	0	0	0	0	55	55	4	52	
2404461616 : 	0	0	0	0	55	55	6	50	
2404501392 : 	0	0	0	0	55	55	7	4F	
2404541256 : 	0	0	0	0	55	55	8	4E	
2404702756 : 	0	0	0	0	55	55	C	4A	
2404781976 : 	0	0	0	0	55	55	E	48	
2404900720 : 	0	0	0	0	55	55	11	45	
2404941352 : 	0	0	0	0	55	55	12	44	
2405022016 : 	0	0	0	0	55	55	14	42	
2405100980 : 	0	0	0	0	55	55	16	40	
2405141780 : 	0	0	0	0	55	55	17	3F	
2405180880 : 	0	0	0	0	55	55	18	3E	
2405221596 : 	0	0	0	0	55	55	19	3D	
2405342040 : 	0	0	0	0	55	55	1C	3A	
2405381736 : 	0	0	0	0	55	55	1D	39	
2405421772 : 	0	0	0	0	55	55	1E	38	
2405502352 : 	0	0	0	0	55	55	20	36	
2405541280 : 	0	0	0	0	55	55	21	35	
2405782172 : 	0	0	0	0	55	55	27	2F	
2405902276 : 	0	0	0	0	55	55	2A	2C	
2405942316 : 	0	0	0	0	55	55	2B	2B	
2406180736 : 	0	0	0	0	55	55	31	25	
2406902472 : 	0	0	0	0	55	55	43	13	
2406940892 : 	0	0	0	0	55	55	44	12	
2406982964 : 	0	0	0	0	55	55	45	11	
2407020960 : 	0	0	0	0	55	55	46	10	
2407062440 : 	0	0	0	0	55	55	47	F	
2407101372 : 	0	0	0	0	55	55	48	E	
2407142768 : 	0	0	0	0	55	55	49	D	
2407181100 : 	0	0	0	0	55	55	4A	C	
2407222416 : 	0	0	0	0	55	55	4B	B	
2407262368 : 	0	0	0	0	55	55	4C	A	
2407302992 : 	0	0	0	0	55	55	4D	9	
2407381700 : 	0	0	0	0	55	55	4F	7	
2407420800 : 	0	0	0	0	55	55	50	6	
2407502740 : 	0	0	0	0	55	55	52	4	
2407581960 : 	0	0	0	0	55	55	54	2	
2407662032 : 	0	0	0	0	55	55	56	0	
2407700792 : 	0	0	0	0	55	55	57	FF	
2407742864 : 	0	0	0	0	55	55	58	FE	
2407782900 : 	0	0	0	0	55	55	59	FD	
2407901476 : 	0	0	0	0	55	55	5C	FA	
2407942196 : 	0	0	0	0	55	55	5D	F9	
2408101996 : 	0	0	0	0	55	55	61	F5	
2408222944 : 	0	0	0	0	55	55	64	F2	
2408262980 : 	0	0	0	0	55	55	65	F1	
2408301748 : 	0	0	0	0	55	55	66	F0	
2408381048 : 	0	0	0	0	55	55	68	EE	
2408421932 : 	0	0	0	0	55	55	69	ED	
2408461796 : 	0	0	0	0	55	55	6A	EC	
2408541864 : 	0	0	0	0	55	55	6C	EA	
2408621340 : 	0	0	0	0	55	55	6E	E8	
2408702176 : 	0	0	0	0	55	55	70	E6	
2408781736 : 	0	0	0	0	55	55	72	E4	
2408821860 : 	0	0	0	0	55	55	73	E3	
2408942132 : 	0	0	0	0	55	55	76	E0	
2408981576 : 	0	0	0	0	55	55	77	DF	
2409021096 : 	0	0	0	0	55	55	78	DE	
2409061216 : 	0	0	0	0	55	55	79	DD	
2409182264 : 	0	0	0	0	55	55	7C	DA	
2409382260 : 	0	0	0	0	55	55	81	D5	
2409502196 : 	0	0	0	0	55	55	84	D2	
2409582436 : 	0	0	0	0	55	55	86	D0	
2409662760 : 	0	0	0	0	55	55	88	CE	
2409702880 : 	0	0	0	0	55	55	89	CD	
2409742660 : 	0	0	0	0	55	55	8A	CC	
2409782016 : 	0	0	0	0	55	55	8B	CB	
2409943008 : 	0	0	0	0	55	55	8F	C7	
2409983048 : 	0	0	0	0	55	55	90	C6	
2410143268 : 	0	0	0	0	55	55	94	C2	
2410222824 : 	0	0	0	0	55	55	96	C0	
2410261500 : 	0	0	0	0	55	55	97	BF	
2410302896 : 	0	0	0	0	55	55	98	BE	
2410341572 : 	0	0	0	0	55	55	99	BD	
2410421640 : 	0	0	0	0	55	55	9B	BB	
2410462184 : 	0	0	0	0	55	55	9C	BA	
2410501372 : 	0	0	0	0	55	55	9D	B9	
2410861344 : 	0	0	0	0	55	55	A6	B0	
2410901556 : 	0	0	0	0	55	55	A7	AF	
2410942692 : 	0	0	0	0	55	55	A8	AE	
2410982132 : 	0	0	0	0	55	55	A9	AD	
2411022252 : 	0	0	0	0	55	55	AA	AC	
2411062796 : 	0	0	0	0	55	55	AB	AB	
2411100704 : 	0	0	0	0	55	55	AC	AA	
2411141504 : 	0	0	0	0	55	55	AD	A9	
2411223020 : 	0	0	0	0	55	55	AF	A7	
2411261612 : 	0	0	0	0	55	55	B0	A6	
2411341596 : 	0	0	0	0	55	55	B2	A4	
2411422940 : 	0	0	0	0	55	55	B4	A2	
2411461708 : 	0	0	0	0	55	55	B5	A1	
2411503012 : 	0	0	0	0	55	55	B6	A0	
2411541692 : 	0	0	0	0	55	55	B7	9F	
2411622180 : 	0	0	0	0	55	55	B9	9D	
2411661536 : 	0	0	0	0	55	55	BA	9C	
2411702252 : 	0	0	0	0	55	55	BB	9B	
2411740756 : 	0	0	0	0	55	55	BC	9A	
2411782156 : 	0	0	0	0	55	55	BD	99	
2411862304 : 	0	0	0	0	55	55	BF	97	
2411901916 : 	0	0	0	0	55	55	C0	96	
2412062312 : 	0	0	0	0	55	55	C4	92	
2412140764 : 	0	0	0	0	55	55	C6	90	
2412182160 : 	0	0	0	0	55	55	C7	8F	
2412301756 : 	0	0	0	0	55	55	CA	8C	
2412383100 : 	0	0	0	0	55	55	CC	8A	
2412422964 : 	0	0	0	0	55	55	CD	89	
2412460704 : 	0	0	0	0	55	55	CE	88	
2412502020 : 	0	0	0	0	55	55	CF	87	
2412541972 : 	0	0	0	0	55	55	D0	86	
2412581744 : 	0	0	0	0	55	55	D1	85	
2412621356 : 	0	0	0	0	55	55	D2	84	
2412661476 : 	0	0	0	0	55	55	D3	83	
2412702276 : 	0	0	0	0	55	55	D4	82	
2412741636 : 	0	0	0	0	55	55	D5	81	
2412780816 : 	0	0	0	0	55	55	D6	80	
2412822212 : 	0	0	0	0	55	55	D7	7F	
2412861488 : 	0	0	0	0	55	55	D8	7E	
2412901856 : 	0	0	0	0	55	55	D9	7D	
2412941892 : 	0	0	0	0	55	55	DA	7C	
2412980992 : 	0	0	0	0	55	55	DB	7B	
2413021960 : 	0	0	0	0	55	55	DC	7A	
2413062256 : 	0	0	0	0	55	55	DD	79	
2413141556 : 	0	0	0	0	55	55	DF	77	
2413181088 : 	0	0	0	0	55	55	E0	76	
2413341900 : 	0	0	0	0	55	55	E4	72	
2413381256 : 	0	0	0	0	55	55	E5	71	
2413543352 : 	0	0	0	0	55	55	E9	6D	
2413581684 : 	0	0	0	0	55	55	EA	6C	
2413621976 : 	0	0	0	0	55	55	EB	6B	
2413661924 : 	0	0	0	0	55	55	EC	6A	
2413782208 : 	0	0	0	0	55	55	EF	67	
2413821724 : 	0	0	0	0	55	55	F0	66	
2413942340 : 	0	0	0	0	55	55	F3	63	
2414142092 : 	0	0	0	0	55	55	F8	5E	
2414221820 : 	0	0	0	0	55	55	FA	5C	
2414382724 : 	0	0	0	0	55	55	FE	58	
2414423356 : 	0	0	0	0	55	55	FF	57	
2414462120 : 	0	0	0	0	55	55	0	56	
2415062728 : 	0	0	0	0	55	55	F	47	
2415103024 : 	0	0	0	0	55	55	10	46	
2415181724 : 	0	0	0	0	55	55	12	44	
2415222272 : 	0	0	0	0	55	55	13	43	
2415262736 : 	0	0	0	0	55	55	14	42	
2415302936 : 	0	0	0	0	55	55	15	41	
2415342036 : 	0	0	0	0	55	55	16	40	
2415381052 : 	0	0	0	0	55	55	17	3F	
2415421424 : 	0	0	0	0	55	55	18	3E	
2415462140 : 	0	0	0	0	55	55	19	3D	
2415542976 : 	0	0	0	0	55	55	1B	3B	
2415781400 : 	0	0	0	0	55	55	21	35	
2416102020 : 	0	0	0	0	55	55	29	2D	
2416181416 : 	0	0	0	0	55	55	2B	2B	
2416222124 : 	0	0	0	0	55	55	2C	2A	
2416380996 : 	0	0	0	0	55	55	30	26	
2416662256 : 	0	0	0	0	55	55	37	1F	
2416781936 : 	0	0	0	0	55	55	3A	1C	
2416822140 : 	0	0	0	0	55	55	3B	1B	
2417062352 : 	0	0	0	0	55	55	41	15	
2417101968 : 	0	0	0	0	55	55	42	14	
2417142508 : 	0	0	0	0	55	55	43	13	
2417342088 : 	0	0	0	0	55	55	48	E	
2417381188 : 	0	0	0	0	55	55	49	D	
2417422156 : 	0	0	0	0	55	55	4A	C	
2417461764 : 	0	0	0	0	55	55	4B	B	
2417662452 : 	0	0	0	0	55	55	50	6	
2417702484 : 	0	0	0	0	55	55	51	5	
2417902492 : 	0	0	0	0	55	55	56	0	
2417982052 : 	0	0	0	0	55	55	58	FE	
2418102240 : 	0	0	0	0	55	55	5B	FB	
2418181800 : 	0	0	0	0	55	55	5D	F9	
2418302500 : 	0	0	0	0	55	55	60	F6	
2418582064 : 	0	0	0	0	55	55	67	EF	
2418662900 : 	0	0	0	0	55	55	69	ED	
2418743224 : 	0	0	0	0	55	55	6B	EB	
2418781312 : 	0	0	0	0	55	55	6C	EA	
2418862820 : 	0	0	0	0	55	55	6E	E8	
2419222632 : 	0	0	0	0	55	55	77	DF	
2419260960 : 	0	0	0	0	55	55	78	DE	
2419463184 : 	0	0	0	0	55	55	7D	D9	
2419541376 : 	0	0	0	0	55	55	7F	D7	
2419581496 : 	0	0	0	0	55	55	80	D6	
2419663352 : 	0	0	0	0	55	55	82	D4	
2419701176 : 	0	0	0	0	55	55	83	D3	
2419821280 : 	0	0	0	0	55	55	86	D0	
2419861400 : 	0	0	0	0	55	55	87	CF	
2420022560 : 	0	0	0	0	55	55	8B	CB	
2420102544 : 	0	0	0	0	55	55	8D	C9	
2420181512 : 	0	0	0	0	55	55	8F	C7	
2420302296 : 	0	0	0	0	55	55	92	C4	
2420342756 : 	0	0	0	0	55	55	93	C3	
2420461676 : 	0	0	0	0	55	55	96	C0	
2420502216 : 	0	0	0	0	55	55	97	BF	
2420542336 : 	0	0	0	0	55	55	98	BE	
2420622496 : 	0	0	0	0	55	55	9A	BC	
2420662364 : 	0	0	0	0	55	55	9B	BB	
2420822752 : 	0	0	0	0	55	55	9F	B7	
2420861596 : 	0	0	0	0	55	55	A0	B6	
2420902564 : 	0	0	0	0	55	55	A1	B5	
2420942176 : 	0	0	0	0	55	55	A2	B4	
2420981448 : 	0	0	0	0	55	55	A3	B3	
2421022244 : 	0	0	0	0	55	55	A4	B2	
2421062368 : 	0	0	0	0	55	55	A5	B1	
2421101976 : 	0	0	0	0	55	55	A6	B0	
2421142352 : 	0	0	0	0	55	55	A7	AF	
2421181196 : 	0	0	0	0	55	55	A8	AE	
2421222164 : 	0	0	0	0	55	55	A9	AD	
2421302748 : 	0	0	0	0	55	55	AB	AB	
2421341676 : 	0	0	0	0	55	55	AC	AA	
2421382476 : 	0	0	0	0	55	55	AD	A9	
2421462800 : 	0	0	0	0	55	55	AF	A7	
2421622176 : 	0	0	0	0	55	55	B3	A3	
2421661792 : 	0	0	0	0	55	55	B4	A2	
2421701744 : 	0	0	0	0	55	55	B5	A1	
2421742536 : 	0	0	0	0	55	55	B6	A0	
2421862812 : 	0	0	0	0	55	55	B9	9D	
2421981812 : 	0	0	0	0	55	55	BC	9A	
2422062560 : 	0	0	0	0	55	55	BE	98	
2422102256 : 	0	0	0	0	55	55	BF	97	
2422141696 : 	0	0	0	0	55	55	C0	96	
2422182076 : 	0	0	0	0	55	55	C1	95	
2422221596 : 	0	0	0	0	55	55	C2	94	
2422301580 : 	0	0	0	0	55	55	C4	92	
2422342552 : 	0	0	0	0	55	55	C5	91	
2422421260 : 	0	0	0	0	55	55	C7	8F	
2422542392 : 	0	0	0	0	55	55	CA	8C	
2422622628 : 	0	0	0	0	55	55	CC	8A	
2422663768 : 	0	0	0	0	55	55	CD	89	
2422782092 : 	0	0	0	0	55	55	D0	86	
2422863344 : 	0	0	0	0	55	55	D2	84	
2422941120 : 	0	0	0	0	55	55	D4	82	
2422982004 : 	0	0	0	0	55	55	D5	81	
2423541732 : 	0	0	0	0	55	55	E3	73	
2423622228 : 	0	0	0	0	55	55	E5	71	
2423743436 : 	0	0	0	0	55	55	E8	6E	
2423901372 : 	2	2	2	2	55	55	EC	62	
2423982796 : 	2	2	2	2	55	55	EE	60	
2424023512 : 	2	2	2	2	55	55	EF	5F	
2424061760 : 	3	3	2	2	55	55	F0	5C	
2424181872 : 	3	3	3	3	55	55	F3	57	
2424222412 : 	3	3	3	3	55	55	F4	56	
2424261688 : 	3	3	3	3	55	55	F5	55	
2424302056 : 	4	4	3	4	55	55	F6	51	
2424342516 : 	4	4	4	4	55	55	F7	4F	
2424382640 : 	4	4	4	4	55	55	F8	4E	
2424421904 : 	4	4	4	4	55	55	F9	4D	
2424662880 : 	5	5	5	5	55	55	FF	43	
2424701812 : 	5	5	5	5	55	55	0	42	
2424862808 : 	5	5	6	6	55	55	4	3C	
2424902580 : 	6	6	6	6	55	55	5	39	
2424941852 : 	5	6	6	6	55	55	6	39	
2424982820 : 	5	5	6	6	55	55	7	39	
2425022004 : 	6	6	5	6	55	55	8	37	
2425102508 : 	6	6	6	6	55	55	A	34	
2425142024 : 	6	6	6	6	55	55	B	33	
2425222096 : 	6	6	6	6	55	55	D	31	
2425341860 : 	6	6	6	6	55	55	10	2E	
2425422184 : 	6	6	6	6	55	55	12	2C	
2425542120 : 	6	6	6	6	55	55	15	29	
2425622360 : 	7	6	6	7	55	55	17	25	
2425662820 : 	7	7	7	7	55	55	18	22	
2425742892 : 	7	7	7	7	55	55	1A	20	
2425781736 : 	7	7	7	7	55	55	1B	1F	
2425982592 : 	7	7	7	7	55	55	20	1A	
2426262588 : 	7	7	7	7	55	55	27	13	
2426302784 : 	7	7	7	7	55	55	28	12	
2426342736 : 	7	7	7	7	55	55	29	11	
2426382436 : 	7	8	7	8	55	55	2A	E	
2426422124 : 	8	8	7	8	55	55	2B	C	
2426462252 : 	8	8	8	8	55	55	2C	A	
2426501600 : 	8	8	8	8	55	55	2D	9	
2426622812 : 	8	8	8	8	55	55	30	6	
2426663440 : 	8	8	8	8	55	55	31	5	
2426701692 : 	8	8	8	8	55	55	32	4	
2426742744 : 	8	8	8	8	55	55	33	3	
2426782612 : 	8	8	8	8	55	55	34	2	
2426822392 : 	8	8	8	8	55	55	35	1	
2426863192 : 	8	8	8	8	55	55	36	0	
2426903396 : 	8	8	8	8	55	55	37	FF	
2426982108 : 	8	8	8	8	55	55	39	FD	
2427021468 : 	8	8	8	8	55	55	3A	FC	
2427141564 : 	8	8	8	8	55	55	3D	F9	
2427182116 : 	8	8	8	8	55	55	3E	F8	
2427222068 : 	8	8	8	8	55	55	3F	F7	
2427343780 : 	8	8	8	8	55	55	42	F4	
2427582636 : 	9	9	9	9	55	55	48	EA	
2427782636 : 	9	9	9	9	55	55	4D	E5	
2427821992 : 	9	9	9	9	55	55	4E	E4	
2427862708 : 	9	9	9	9	55	55	4F	E3	
2427941672 : 	A	A	A	A	55	55	51	DD	
2428022760 : 	A	A	A	A	55	55	53	DB	
2428102236 : 	A	A	A	A	55	55	55	D9	
2428221660 : 	A	B	A	B	55	55	58	D4	
2428262468 : 	B	B	A	B	55	55	59	D2	
2428342192 : 	B	B	B	B	55	55	5B	CF	
2428382404 : 	A	B	B	B	55	55	5C	CF	
2428422688 : 	B	B	B	B	55	55	5D	CD	
2428462808 : 	B	B	B	B	55	55	5E	CC	
2428661796 : 	B	B	B	B	55	55	63	C7	
2428703100 : 	A	B	A	B	55	55	64	C8	
2428782492 : 	B	B	A	B	55	55	66	C5	
2428941612 : 	A	A	A	A	55	55	6A	C4	
2429141616 : 	A	A	A	A	55	55	6F	BF	
2429183104 : 	B	A	A	B	55	55	70	BC	
2429261984 : 	B	B	A	B	55	55	72	B9	
2429302604 : 	B	B	B	B	55	55	73	B7	
2429422880 : 	B	B	B	B	55	55	76	B4	
2429503120 : 	B	B	B	B	55	55	78	B2	
2429582852 : 	C	C	C	C	55	55	7A	AC	
2429661816 : 	C	C	C	C	55	55	7C	AA	
2429741884 : 	C	C	C	C	55	55	7E	A8	
2429783116 : 	C	C	C	C	55	55	7F	A7	
2429902884 : 	D	D	D	D	55	55	82	A0	
2429943936 : 	D	D	D	D	55	55	83	9F	
2429981848 : 	D	D	D	D	55	55	84	9E	
2430023152 : 	D	D	D	D	55	55	85	9D	
2430102968 : 	E	E	E	E	55	55	87	97	
2430143172 : 	E	E	E	E	55	55	88	96	
2430223752 : 	E	E	E	E	55	55	8A	94	
2430263784 : 	E	E	E	E	55	55	8B	93	
2430462516 : 	F	F	F	E	55	55	90	8B	
2430503144 : 	F	F	F	F	55	55	91	89	
2430542416 : 	F	F	F	F	55	55	92	88	
2430584064 : 	F	F	F	F	55	55	93	87	
2430621728 : 	F	F	F	F	55	55	94	86	
2430662696 : 	F	F	F	F	55	55	95	85	
2430743016 : 	F	F	F	F	55	55	97	83	
2430782964 : 	F	F	F	F	55	55	98	82	
2430861676 : 	F	F	F	F	55	55	9A	80	
2430982376 : 	F	F	F	F	55	55	9D	7D	
2431021732 : 	F	F	F	F	55	55	9E	7C	
2431062872 : 	F	F	F	F	55	55	9F	7B	
2431221568 : 	F	F	F	F	55	55	A3	77	
2431304272 : 	F	F	F	F	55	55	A5	75	
2431342520 : 	F	F	F	F	55	55	A6	74	
2431942280 : 	E	E	E	E	55	55	B5	69	
2432061704 : 	E	E	E	E	55	55	B8	66	
2432102932 : 	E	E	E	E	55	55	B9	65	
2432181812 : 	E	E	E	E	55	55	BB	63	
2432223204 : 	E	E	E	E	55	55	BC	62	
2432261624 : 	E	E	E	E	55	55	BD	61	
2432421680 : 	E	E	E	E	55	55	C1	5D	
2432502516 : 	E	E	E	E	55	55	C3	5B	
2432542896 : 	E	E	E	E	55	55	C4	5A	
2432782676 : 	E	E	E	E	55	55	CA	54	
2432822540 : 	E	E	E	E	55	55	CB	53	
2432941712 : 	E	E	E	E	55	55	CE	50	
2433021780 : 	E	D	E	E	55	55	D0	4F	
2433061908 : 	E	D	E	D	55	55	D1	4F	
2433142480 : 	D	D	D	E	55	55	D3	4E	
2433182344 : 	D	D	D	D	55	55	D4	4E	
2433343080 : 	D	D	D	D	55	55	D8	4A	
2433422640 : 	D	D	D	D	55	55	DA	48	
2433462504 : 	D	D	D	D	55	55	DB	47	
2433502880 : 	D	D	D	D	55	55	DC	46	
2433542832 : 	D	D	D	D	55	55	DD	45	
2433663276 : 	D	D	D	D	55	55	E0	42	
2433702976 : 	D	D	D	D	55	55	E1	41	
2433742580 : 	D	D	D	D	55	55	E2	40	
2433783124 : 	D	D	D	D	55	55	E3	3F	
2433862176 : 	D	D	D	D	55	55	E5	3D	
2433941904 : 	D	D	D	D	55	55	E7	3B	
2434222064 : 	D	D	D	C	55	55	EE	35	
2434462700 : 	C	C	C	C	55	55	F4	32	
2434663216 : 	C	C	C	C	55	55	F9	2D	
2434743200 : 	C	C	C	C	55	55	FB	2B	
2434783064 : 	C	C	C	C	55	55	FC	2A	
2434823364 : 	C	C	C	C	55	55	FD	29	
2434862712 : 	C	C	C	C	55	55	FE	28	
2434904020 : 	C	C	C	C	55	55	FF	27	
2435063828 : 	C	C	C	C	55	55	3	23	
2435102496 : 	C	C	C	C	55	55	4	22	
2435144144 : 	C	C	C	C	55	55	5	21	
2435261784 : 	C	C	C	C	55	55	8	1E	
2435342792 : 	C	C	C	C	55	55	A	1C	
2435382060 : 	C	C	C	C	55	55	B	1B	
2435582832 : 	C	C	C	C	55	55	10	16	
